,Strain,Type,Percent Indica,Percent Sativa,THC Percent,Description 1,Description 2,Generated Description,Flavor,Effects,Rating,labs,cis-Nerolidol,trans-Nerolidol,trans-Nerolidol 1,trans-Nerolidol 2,trans-Ocimene,3-Carene,Camphene,Caryophyllene Oxide,Eucalyptol,Geraniol,Guaiol,Isopulegol,Linalool,Ocimene,Terpinolene,alpha-Bisabolol,alpha-Humulene,alpha-Pinene,alpha-Terpinene,beta-Caryophyllene,beta-Myrcene,beta-Ocimene,beta-Pinene,delta-Limonene,gamma-Terpinene,p-Cymene,delta-9 THC-A,delta-9 THC,delta-8 THC,THC-A,THCV,CBN,CBD-A,CBD,CBDV,CBDV-A,delta-9 CBG-A,delta-9 CBG,CBC,Moisture Content,ana360,psilabs,sclabs
1736,blue-haze,hybrid,0.8,0.2,0.24,"Blue Haze, more commonly known as ""Blueberry Haze,"" is an indica dominant hybrid (80% indica/20% sativa) strain created through a delicious cross of","Daughter of a Blueberry indica and the original Haze, this slightly sativa-dominant hybrid is a versatile strain. It has a pleasing taste and scent, and its furry dense buds produce full-bodied effects. Blue Haze is a great candidate for the regular consumer’s arsenal as it is appropriate for a broad spectrum of activities and provides the optimal balance between cerebral and physical effects.",,Earthy Sweet Blueberry Spicy Herbal Berry Woody Blueberry Sweet Flowery,"Creative Euphoria Happy Relaxing Sleepy Creative Euphoria Happy Relaxing Sleepy Uplifted,Euphoric,Relaxed,Happy,Energetic",4.3,blue-haze,,,,,,0.0,0.009000000000000001,0.1115,0.004,0.002,0.0,0.0,0.005,0.0,0.000375,0.07400000000000001,0.4545,0.249125,0.0,0.577375,0.27325,,0.02175,0.03375,0.0,0.0,22.362857142857145,1.8225,0.0,8.48,0.0,0.105,0.05625,0.13125,0.0,0.0,0.19,0.52,0.035,,7.0,0.0,1.0
1737,og-strawberry,hybrid,0.85,0.15,0.23,"OG Strawberry, also often called “Strawberry Kush,” is an indica dominant hybrid (85% indica/15% sativa) strain created as a cross between the insanely popular Bruce Banner #3 and SFV OG strains. This powerful bud has posted a THC level of up to 28% and a CBD level that ranges from 1-2% on average. This bud has an aroma of sweet and sour strawberry diesel and a taste of sour diesel with a hint of sweet berry that intensifies upon each exhale. OG Strawberry buds have super dense small to medium-sized pebble-shaped forest green nugs with sparse fiery orange hairs and a frosty layer of thick chunky white trichomes and sweet sticky resin. The OG Strawberry high starts as a mildly uplifting euphoric effect and tingling felt behind the eyes and in the back of the head. This high slowly spreads throughout the body, leaving you lazy and hungry with a warming sensation that can leave you completely aroused. You’ll be talkative and insanely introspective on this bud, making it perfect for social situations. Because of these effects, OG Strawberry is often used to treat patients suffering from conditions such as insomnia, migraines or headaches, muscle spasms, and chronic anxiety.","OG Strawberry, grown on the southwest ridgeline of Mendocino County by HappyDays Farms, is an indica-dominant hybrid strain that delivers crushing effects alongside a sour fuel aroma. With a THC content that can stretch to 29%, OG Strawberry is a force to be reckoned with. This hybrid combines parent strains OG Kush and Island Strawberry Afghani Indica, a union of potency that will impress even the seasoned veteran.",,Earthy Sweet Diesel Sour Tropical Strawberry Berry Pungent Strawberry Sweet Earthy,"Aroused Creative Euphoria Happy Sleepy Aroused Creative Euphoria Happy Sleepy Happy,Creative,Uplifted,Euphoric,Relaxed",4.4,scco2-strawberry-og,,,,,,,,0.95,,,,,21.07,,0.86,,1.04,0.0,,1.34,1.26,,0.0,0.0,,,35.35,5.81,,,,0.02,0.58,,,,2.28,,0.43,,1.0,0.0,0.0
1738,purple-glue,hybrid,0.8,0.2,0.25,Purple Glue is a rare indica dominant hybrid strain (80% indica/20% sativa) created through crossing the classic,,,Earthy Sweet Spicy Sour Herbal Pine Woody,Body High Cerebral Happy Relaxing Tingly Uplifting Body High Cerebral Happy Relaxing Tingly Uplifting,,purple-glue,,,,,,,,0.0,,,,,0.0,,0.0,,0.97,0.04,,0.25,0.03,,0.0,0.0,,,25.96,0.39,,,,,0.06,0.11,,,0.38,,0.03,,1.0,0.0,0.0
1739,purple-dream,hybrid,0.5,0.5,0.175,"Blue Dream, a potent even blend of sativa and indica, is one of the most popular marijuana strains of all time. So is Purple Kush, a mightily powerful pure indica (the ratio of sativa to indica is unknown). Together they were used to breed Purple Dream, a mild but effective indica-dominant hybrid. Some sources use this name to describe a different strain, a cross of Blue Dream and Granddaddy Purps, but the Purple Kush cross seems to be more popular. THC levels are apparently low, probably no more than 15-20%, but there's no available information on CBD contents. The taste and smell are both reminiscent of berries, flowers, and pine trees. The bud is dark green with many flecks of dark brown and a light dusting of trichomes. The high is cerebral and euphoric with a mood boost and a creative spark. Use Purple Dream to treat anxiety, mood disorders, depression, ADHD, inflammation, migraine headaches, and muscle spasms. Side effects may include bloodshot eyes and dry mouth, while dizziness, paranoia, and headaches are less likely. Look for this strain in California, Colorado, Washington State, and Arizona.","Purple Dream is the mild child of Granddaddy Purple and Blue Dream. Featuring a strong sour grape smell and musty taste, this hybrid is slightly indica dominant. Purple Dream provides users with a relaxing tingly body sensation and has moderate head-heavy effects. It allows patients to function yet acts as a gentle sedative. This strain is great for those suffering from pain or who just need help winding down. ",,Earthy Sweet Blueberry Grape Fruity Berry Grape Earthy Tobacco,"Creative Energizing Euphoria Focus Happy Creative Energizing Euphoria Focus Happy Relaxed,Happy,Euphoric,Sleepy,Uplifted",4.4,purple-dream,,,,,,0.0145,0.006,0.26,0.0025,0.001,0.018000000000000002,0.0,0.0105,0.0455,0.13,0.013999999999999999,0.3935,0.29225,0.01,0.3015,0.419,,0.06425,0.04075,0.0065,0.0,20.42333333333333,0.6920000000000001,0.0,21.435,0.01,0.0,0.065,0.035,0.0,0.0,0.7325,0.055,0.0033333333333333327,,3.0,0.0,2.0
1740,purple-gorilla,hybrid,0.6,0.4,0.17,"The sativa/indica ratio of this sweet, fruity strain is roughly 40:60, making it a good choice for treating insomnia, pain, migraine headaches, and muscle spasms, among other problems. The exact heredity is something of a mystery, but it probably carries genes that descend from the original Mendocino Purps. Tests suggest this strain has THC content that can top 17%, possibly more, so it's typically quite potent. Unfortunately for patients with seizure disorders and other conditions that are treated with CBD, that cannabinoid appears in this strain in low concentration, less than 1%. The indica parentage sparks a creative, energized high in both the body and the head, together with intense euphoria and happiness. Medical uses include treatment for anxiety, muscle spasms, migraine headaches, nausea, chronic pain, and insomnia. This strain produces a sharp, pungent aroma of earth and berries, together with a similar flavor. Nugs are relatively dark with many amber strands. The medical market in Arizona is the easiest place to find this effective strain, though it's also sold in at least one Oregon dispensary and occasionally makes the rounds on the black market.","Purple Gorilla, named for its violet, oversized buds, is an indica-dominant hybrid that originated in the Bay Area of California. While we can’t be sure of its lineage, Purple Gorilla is said to contain 60% indica genetics, which are evident in its potent relief of pain, insomnia, migraines, and muscle spasms. Its aroma is a sweet fusion of grape, cherry, and citrus, which brings even more allure to its purple, trichome-speckled buds. Following Purple Gorilla’s 7 to 8 week flowering time, growers are rewarded with massive yields of this highly medicinal indica gem. ",,Earthy Sweet Grape Spicy Fruity Berry Pungent Earthy Grape Sweet,"Creative Euphoria Happy Relaxing Sleepy Creative Euphoria Happy Relaxing Sleepy Relaxed,Sleepy,Happy,Euphoric,Uplifted",4.3,purple-gorilla,,,,,,,,,,,,,,,,,,,,,,,,,,,10.69,3.76,,,,0.15,,,,,0.06,0.12,0.29,,2.0,0.0,0.0
1741,qrazy-train,hybrid,0.5,0.5,0.18,"Trainwreck, Trinity, Purple Urkle, and Space Queen were combined to form Qrazy Train, a popular hybrid with a near-even blend of sativa and indica (roughly a 50:50 sativa/indica ratio). Maximum THC levels hover below 16%, so while this strain isn't particularly potent, it's a good choice for patients who are just starting with medical marijuana. But it's not a great selection for those who suffer from seizure disorders or other conditions that can typically be treated with CBD, as that cannabinoid is almost completely absent from Qrazy Train, less than 1%. This strain is an effective pain reliever, and it's also helpful with anxiety, sleeplessness, and depressed mood. The effects are euphoric, happy, and uplifting, and the high may induce laziness and sleep. Dry mouth and dry eyes are almost equally common when smoking Qrazy Train, while dizziness is also reported. Paranoia and headaches are less common. This strain has a fruity smell, with flavors that range from blueberries and melons to Skunk and spice. It has a light, multi-colored appearance, with a light dusting of trichomes on the bud. The Pacific Northwest, Arizona, Michigan, and Montana are the most likely places to find this accessible option.","Qrazy Train is a TGA Genetics creation whose crazy name refers to the complex genetics in this Trainwreck, Trinity, Purple Urkle and Space Queen mix. Its diversity comes out in the strain’s unique flavor that includes spice and fruit notes. These flowers usually have deep amber-toned hairs and some purple coloration. A true hybrid, this train will have you feeling mellow and alert. ",,Orange Earthy Sweet Citrus Spicy Fruity Lemon Citrus Earthy,"Energizing Euphoria Focus Happy Relaxing Uplifting Energizing Euphoria Focus Happy Relaxing Uplifting Relaxed,Creative,Giggly,Uplifted,Hungry",4.3,qrazy-train,,,,,,,,0.3882352941176471,,,,,2.211764705882353,,0.06764705882352942,,0.6923529411764705,0.39235294117647057,,0.7158823529411765,0.19764705882352945,,0.0,0.1341176470588235,,,13.979285714285712,0.4371428571428571,0.04,,,0.16583333333333336,0.1305,0.11799999999999998,,,0.3338095238095238,0.11454545454545455,0.06250000000000003,,28.0,0.0,0.0
1742,pineapple-euphoria,hybrid,0.3,0.7,0.17,Pineapple Euphoria is a sativa dominant hybrid strain created through crossing the classic,,,Earthy Kush Pineapple Spicy Tropical Sour Fruity Pine,Creative Hungry Creative Hungry,,pineapple-eurphoria,,,,,,0.0,0.0,0.004,0.0,0.0,0.0,0.009000000000000001,0.012,0.305,0.0,0.004,0.042,0.09699999999999999,0.0,0.102,1.848,,0.04,0.015,0.0,0.0,,0.3,0.0,13.69,0.0,0.0,0.03,0.0,0.0,0.0,1.26,0.04,0.0,,0.0,0.0,1.0
1743,orange-turbo,hybrid,0.3,0.7,0.15,Orange Turbo is a sativa dominant hybrid strain created as a cross of the infamous,"Orange Turbo, bred by MTG Seeds, is a flavorful hybrid strain that crosses Orange Creamsicle with Turbo Diesel. The aroma is as sweet and citrusy as the name suggests, with a sharp sour aroma that cuts through on the exhale. Despite the minimal effort this hybrid demands of her growers, Orange Turbo rewards you with large fragrant buds following a nine week flowering cycle.",,Orange Earthy Citrus Sweet Sour Herbal Honey Citrus Orange Sweet,"Creative Energizing Focus Happy Uplifting Creative Energizing Focus Happy Uplifting Happy,Creative,Relaxed,Sleepy,Hungry",4.3,orang-turbo,,,,,,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.122,0.0,0.0,0.013000000000000001,0.083,0.018000000000000002,0.0,0.262,0.054000000000000006,,0.034,0.27699999999999997,0.0,0.0,,0.31,0.0,18.39,0.02,0.0,0.08,0.0,0.0,0.0,0.44,0.07,0.02,,0.0,0.0,1.0
1744,romulan-grapefruit,hybrid,0.5,0.5,0.16,"This is a hybrid descendant of the popular strains Romulan and Grapefruit. They combine to create a strong indica (sativa/indica ratio unknown) with both mental and physical effects. CBD contents in Romulan Grapefruit are relatively small, probably less than 2%. That means this strain shouldn't be used alone to relieve seizure disorders or other conditions that require CBD treatment. But it can be used effectively as medicine for a wide range of other health problems, such as anxiety, depression, high blood pressure, lack of appetite, nausea, chronic pain, insomnia, and everyday stress. The high is calming and focused, with a mood boost, increased sociability, and physical relaxation, as well as a strong case of the munchies. THC levels are above average, measuring at least 16% in available tests. In other words, this is a good choice for patients looking to cross over from the weaker beginner strains into more potent territory. Dry mouth and paranoia are the most common side effects, though dizziness, red eyes, and headaches are also reported. Romulan Grapefruit, not surprisingly, has a strong aroma and flavor of grapefruit, together with cheese and apples. This strain sells well in California and Oregon but is more scarce elsewhere.","Top quality hybrid, amazingly strong scent. Grows like the Grapefruit in size and stature but has a bigger punch and stronger smell due to the Romulan influence.",,Grapefruit Cheese Tropical Apple Skunky Cheesy Pine Grapefruit Citrus Sweet,"Creative Focus Happy Hungry Relaxing Sociable Creative Focus Happy Hungry Relaxing Sociable Relaxed,Euphoric,Sleepy,Happy,Tingly",4.3,romulan-grapefruit-flower,,,,,,0.0,0.003,0.004,0.004,0.0,0.0,0.0,0.006999999999999999,0.0,0.0,0.003,0.039,0.168,0.0,0.075,0.885,,0.087,0.069,0.0,0.0,,0.99,0.0,18.56,0.0,0.0,0.03,0.0,0.0,0.0,0.17,0.0,0.03,,0.0,0.0,1.0
1745,sfv-og-kush,hybrid,0.9,0.1,0.22,SFV OG Kush is a heavily indica dominant hybrid (90% indica/10% sativa) strain created through a cross of the classic,"SFV OG Kush, not to be confused with its precursor SFV OG, is an indica-dominant strain bred from OG Kush genetics by The Cali Connection. By crossing an SFV OG clone with an Afghani father and selecting for favorable traits over several generations, the indica-heavy SFV OG Kush was born. You can smell the OG genes in this one, as its odor is commonly described as a strong lemon cleaner smell intermixed with pine.",,Earthy Sweet Citrus Lemon Lime Skunky Pine Pine Earthy Lemon,"Euphoria Happy Relaxing Sleepy Euphoria Happy Relaxing Sleepy Relaxed,Happy,Euphoric,Uplifted,Sleepy",4.5,sfv-og-kush,,,,,,0.0,0.0,0.192,0.0,0.0,0.0,0.0,0.0238,0.0,0.0,0.0,0.9744,0.5546,0.0,0.4322,0.3430000000000001,,0.0134,1.4642,0.0,0.0,19.58,0.8480000000000001,0.0,19.87,0.0,0.01,0.05,0.08600000000000001,0.0,0.0,0.37,0.09,0.0275,,4.0,0.0,1.0
1746,pink-champagne,hybrid,0.8,0.2,0.195,"Pink Champagne, also known more commonly as “Phantom” or “Raspberry Kush,” is an indica dominant hybrid (80% indica/20% sativa) strain created through crossing the infamous","Pink Champagne goes by many names, including Wow Kush, Raspberry Kush, Phantom ( or Ken’s Phantom). Bred in the Bay area by Ken Estes, who crossed Ken’s Granddaddy Purple and Cherry Pie, this sedative beauty is not to be confused with Phantom Cookies. The buzz lands behind the eyes and emanates outwards, making this a suitable strain for patients suffering from migraines and physical discomfort. With notes of grape and berry, this strain imbues smokers with weighted eyes and a “couch lock” effect, making it a pre-sleep ripper useful for insomnia.  ",,Earthy Sweet Kush Grape Dank Fruity Berry Berry Sweet Rose,"Body High Giggly Relaxing Sleepy Body High Giggly Relaxing Sleepy Relaxed,Happy,Euphoric,Uplifted,Sleepy",4.8,pink-champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,12.15,0.74,,,,,,,,,,0.02,,,1.0,0.0,0.0
1747,sfv,hybrid,0.9,0.1,0.25,"SFV, better known as “SFV OG Kush” or “San Fernando Valley OG,” is a heavily indica dominant hybrid (90% indica/10% sativa) strain created through crossing the classic",,,Earthy Citrus Sweet Pungent Lemon Skunky Pine,Happy Relaxing Sleepy Happy Relaxing Sleepy,,sfv,,,0.0,0.0,,0.0,0.0065,0.0095,0.0,0.004,0.001,0.0025,0.08900000000000001,0.001,0.008,0.054000000000000006,0.116,0.0335,0.0,0.35500000000000004,0.3205,0.0,0.062,0.4375,0.0,0.0,,0.91,0.0,22.92,0.0,0.0,0.05,0.0,0.0,0.0,0.89,0.07,0.0,,0.0,1.0,1.0
1748,pineapple-trainwreck,hybrid,0.2,0.8,0.165,"Pineapple Trainwreck is a cross between Shipwreck and Pineapple Express. It is a sativa dominant strain with a 20:80 indica/sativa ratio. By the looks of the strain, it will not look like much, but looks can be deceiving nonetheless. The buds are dense and a bit spongy with a shaggy trim. There are no stand-out features apart from the size itself. As for the smell, you can expect the same great spicy-sour-citrus aroma. However, you will immediately realize that the scent has hints of old tropical fruit as well. All in all, the scent is unique and quite pleasant. Even though Pineapple Express has never managed to impress or live up to its name, Pineapple Trainwreck proves to be exceed expectations. The strain is extremely sweet and cool with an easy non-expansive smoke which is quite rare to come across. The strain has a nice high and will leave your relaxed in a number of minutes. The buzz will energize you making you feel refreshed. You may even get the munchies, which is why it would be a good idea to have some snacks lying around while you smoke the strain. It is the perfect solution to your wake-n-bake problems, which is why it is recommended for daytime use. Furthermore, due to its characteristics, the strain is also referred to patients suffering from stress, anorexia and chronic pains and aches as well.","Bring together the popular clear-headed effects of Pineapple Express and the pain relief qualities of Trainwreck and you get this happy sativa. Pineapple Trainwreck has an earthy aroma and a fruity flavor that usually takes more after its pineapple parent. Long-lasting and potent, this strain hits hard at first, but mellows into a state where being sociable or getting things done is possible. The buzz tends to be more mellow than active, though, so don’t be surprised if verbal activity is all you get around to.",,Earthy Sweet Pineapple Spicy Tropical Pungent Pineapple Pine Woody,"Creative Energizing Euphoria Happy Sociable Creative Energizing Euphoria Happy Sociable Relaxed,Euphoric,Uplifted,Happy,Giggly",4.1,pineapple-trainwreck,0.0,0.0,0.0,0.0,,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.135,0.0,0.025,0.0,0.05,0.205,0.0,0.14,0.13,0.27,0.18,0.67,0.01,0.0,,6.085,0.01,18.59,0.02,0.01,0.01,0.005,,,0.44,0.07,0.025,11.875,0.0,2.0,0.0
1749,ogiesel,hybrid,0.5,0.5,0.165,OGiesel is an evenly balanced hybrid (50% sativa/50% indica) strain created as a cross between the insanely popular,"An inspirational cross between SFV OG Kush and Giesel, OGiesel is all smiles. While mild at first, a euphoric feeling creeps up steadily after initial use. While the slightly sativa dominant traits make this a happy, uplifting strain, OGiesel provides a truly hybrid experience. Its smiley effects are complemented by an easy feeling of bodily relaxation, making this strain perfect for an afternoon picnic or regular daytime use. The aroma of this hybrid is strong and piney with pleasant lemon undertones. OGiesel typically flowers in 8 weeks and features more indica-like growing characteristics. For best yields, this strain should be grown indoors.",,Sweet Diesel Grape Sour Lemon Pine Earthy Pine Diesel,"Body High Energizing Euphoria Focus Happy Relaxing Body High Energizing Euphoria Focus Happy Relaxing Euphoric,Energetic,Creative,Relaxed,Happy",4.2,ogiesel,,,,,,0.0,0.006,0.16133333333333333,0.0,0.0,0.057999999999999996,0.0,0.4166666666666667,0.0,0.0026666666666666666,0.0,0.634,0.315,0.0,0.467,0.22,,0.016666666666666666,0.08800000000000001,0.0,0.0,19.225,0.46,0.0,19.88,0.0,0.0,0.09666666666666666,0.09000000000000001,0.0,0.0,0.2766666666666667,0.06,0.06,,2.0,0.0,1.0
1750,orange-diesel,hybrid,0.4,0.6,0.15,"Orange Diesel, also known as “Sour Orange Diesel,” is a slightly sativa dominant hybrid (60% sativa/40% indica) strain created as a cross between the potent","Orange Diesel, or Agent D, is a sativa-dominant hybrid that combines Sour Diesel and TGA Seeds’ Agent Orange. This lineage is evident in Orange Diesel’s sweet citrus flavor which is accented by a subtle diesel aftertaste. Sativa-lovers will appreciate the sharp sense of energy and focus that Orange Diesel delivers, and these effects may be helpful for patients treating ADD/ADHD, fatigue, and stress.",,Orange Citrus Sweet Diesel Chemical Skunky Pungent Citrus Orange Diesel,"Energizing Euphoria Focus Sociable Energizing Euphoria Focus Sociable Relaxed,Focused,Talkative,Energetic,Euphoric",4.4,orange-diesel,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.045,0.0,0.35500000000000004,0.0,0.14,0.28500000000000003,0.0,0.25,0.21,0.05,0.015,0.03,0.0,0.0,19.38,0.69,0.01,10.54,0.01,0.01,0.025,0.08,,,0.54,0.01,0.025,8.65,1.0,1.0,0.0
1751,platinum-purple-kush,hybrid,0.9,0.1,0.205,"This heavy, sleepy indica is an ideal nighttime strain and can help treat insomnia. It provides deep body relaxation while maintaining mental focus. The effects are calming, euphoric, and happy, and come with a powerful case of the munchies. This makes it ideal for lack of appetite, as well as anxiety, migraines, headaches, inflammation, muscle spasms, chronic pain, and stress. THC levels are nothing to write home about, hovering around 23% in most available tests. Nor is there much CBD in this strain: less than 1%, and that makes this a less than ideal tool in dealing with seizures or other disorders that require that cannabinoid. Still, it can be a very pleasant choice for patients who have never used marijuana before or who want a mellow, calming experience. Berry, earth, and grape are the dominant notes to the smell and taste of Platinum Purple Kush, while the nugs are large and leafy, light green, and purple with a platinum coating. Anxiety and dry mouth are widely reported side effects, but dry eyes, dizziness, and paranoia are also possible. The easiest places to find this strain include California, Nevada, and the Pacific Northwest.","Platinum Purple Kush is a great nighttime cannabis strain. If you suffer from insomnia or would like to wind down after a busy workday, this strain may be a good one to try. Unlike some other indicas, Platinum Purple Kush provides deep muscle relaxation while also allowing you to focus. Though this strain produces an almost sativa-like euphoria, you may still find yourself stuck on the couch. In true Purple Kush fashion, Platinum Purple Kush features a strong musky grape aroma.",,Earthy Grapefruit Sweet Grape Berry Chemical Tea Earthy,"Euphoria Happy Relaxing Euphoria Happy Relaxing Relaxed,Sleepy,Happy,Euphoric,Hungry",4.3,purple-platinum,,,,,,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.039,0.0,0.003,0.0,0.17800000000000002,0.015,0.0,0.527,0.877,,0.038,0.13699999999999998,0.0,0.0,22.46,0.745,0.0,24.24,0.0,0.0,0.025,0.025,0.0,0.0,0.66,0.065,0.0,,1.0,0.0,1.0
1752,orange-haze,hybrid,0.35,0.65,0.2,Orange Haze is a slightly sativa dominant hybrid (65% sativa/35% indica) strain created through a delicious cross of the infamous,"The sativa-dominant hybrid Orange Haze by Green Devil Genetics combines a flavorful Orange Bud with the classic Haze. From Orange Bud, it inherits a sweet citrus flavor while Haze provides this hybrid with all of our favorite sativa effects: energy, focus, euphoria, and creativity. Orange Haze’s dense, sticky buds are threaded with fiery copper hairs, giving this strain an unmistakable appearance akin to its Orange Bud parent. Green Devil Genetics recommends a 64-day flowering time indoors, or a mid-October harvest for outdoor gardens.",,Orange Earthy Citrus Sweet Spicy Tropical Pine Orange Sweet Citrus,"Creative Energizing Euphoria Focus Happy Creative Energizing Euphoria Focus Happy Happy,Uplifted,Euphoric,Relaxed,Energetic",4.4,orange-haze,,,,,,,,0.18000000000000002,,,,,1.3,,0.22,,2.5966666666666667,1.0599999999999998,,0.9233333333333332,0.14666666666666667,,0.0,0.0,,,19.1175,0.5125,,,,0.01,0.0875,0.17333333333333334,,,0.1366666666666667,0.12,0.03,,4.0,0.0,0.0
1753,og-glue,hybrid,0.6,0.4,0.24,OG Glue is a slightly indica dominant hybrid strain (60% indica/40% sativa) created through crossing the classic,,,Earthy Coffee Chemical Diesel Sour Pine Chocolate,Body High Cerebral Energizing Euphoria Relaxing Uplifting Body High Cerebral Energizing Euphoria Relaxing Uplifting,,og-glue,,,,,,0.0,0.006999999999999999,0.0,0.0,0.005,0.0,0.0,0.034,0.0,0.0,0.0,0.131,0.028999999999999998,0.0,0.45799999999999996,0.17800000000000002,,0.055999999999999994,0.252,0.0,0.0,,1.86,0.0,18.31,0.0,0.0,0.01,0.0,0.0,0.02,0.27,0.05,0.01,,0.0,0.0,1.0
1754,mango-kush,hybrid,0.65,0.35,0.155,"Mangos and marijuana go together. The fruit is known to enhance the high for many people, and some cannabis strains are bred to evoke the fruit. The taste of Mango Kush, not surprisingly, is similar to mangos and Kush, with notes of pine. It smells of the tropics, sweet mangos, and bananas. THC can make up as much as 16% of this strain, while CBD is much lower, about 0.3%. That makes this a poor choice for treating conditions that respond to CBD, such as severe seizure disorders. Mango Kush is an indica-dominant hybrid (35:65 sativa/indica ratio) that can be used to treat nausea and vomiting, pain, insomnia, lack of appetite, and depression. The high is centered on the body, with deep relaxation, strong euphoria, and a general sedated feeling. Many patients find themselves talking and giggling more than usual while high on this strain. Dry mouth is a common concern, as are bloodshot eyes, but most other adverse effects are limited. While it's most popular on the West Coast, Mango Kush can also be found on the legal medical markets in Arizona and Michigan.","The Mango Kush marijuana strain tastes similar to the actual mango fruit, with a distinct kush flavor and hints of pine on the exhale. Its buds are covered with orange pistils and are described as very dense. The plant has an average growth height of 4-5 feet. Flowering is 9-11 weeks and is a favorite with both indoor and outdoor growers. The buds have thick shiny trichomes which are evident when the bud is broken apart. The smell and taste are the same and described as mango and banana. THC content has been measured up to 16% and CBD at 0.3%. ",,Earthy Mango Sweet Pungent Tropical Fruity Pine Mango Sweet Citrus,"Euphoria Giggly Happy Relaxing Euphoria Giggly Happy Relaxing Happy,Relaxed,Uplifted,Euphoric,Giggly",4.3,mango-kush,,,,,,,,0.293125,,,,,1.81625,,0.039375,,0.6625,0.5256249999999999,,0.5906250000000001,0.7649999999999999,,0.0,0.198125,,,16.985000000000007,4.694166666666666,,,,0.11333333333333336,0.1223529411764706,0.2538888888888889,,,0.358,1.1128571428571432,0.2493333333333333,,24.0,0.0,0.0
1755,wheres-my-bike,hybrid,0.1,0.9,0.26,Where's My Bike is a heavily sativa dominant hybrid strain (90% sativa/10% indica) created through a cross of the classic,,,Earthy Sweet Floral Bubble Gum Spicy Fruity Berry Woody,Body High Cerebral Relaxing Uplifting Body High Cerebral Relaxing Uplifting,,wheres-my-bike,,,,,,0.037000000000000005,0.0,0.0,0.0,0.027999999999999997,0.02,0.0,0.0,0.267,1.13,0.021,0.052000000000000005,0.061,0.034,0.193,0.23199999999999998,,0.106,0.243,0.018000000000000002,0.0,,1.04,0.0,27.055,0.0,0.0,0.06,0.0,0.0,0.0,2.075,0.06,0.0,,0.0,0.0,2.0
1756,maui,hybrid,0.5,0.5,,"With a fresh, earthy smell and an enticing taste, Maui is one of the most desirable products of the marijuana industry. The strain is a refined cannabis and is known as a Sativa-dominant hybrid. The smokers define it as the ""perfect creativity aid"" for the weekend. The strain immediately takes over your mind and body with a strong tropical fruit aroma that leaves your mind in a mellow state. Maui offers a unique experience, as it keeps your mind energized while transcending other senses into a deep, placid state. But that's not it. This gift of Hawaiian tropics is known to provide relief from various ailments. Due to its high potency, it can easily provide relief from pain and anxiety. If you are looking for a euphoric experience for the weekend, then Maui strain is your best option. The strain does not have any side effects. However, it may cause redness in the eyes if you take too much in a single sitting. For beginner smokers, it is advisable to start with a small dose. Heavy smokers who have had ample experience with different strains can start off strong, but caution must be practiced.","A relative to Hawaiian sativa strains, Maui lives up to its tropical reputation. The musky overtones for this easy sativa are complemented by its fruity aftertaste and floral aroma. Less uplifting than other sativas, Maui tends to be head heavy and delivers a slow cerebral sensation that becomes more prominent over time. Maui effects tend to be medium-long in duration, lasting over 2 hours for many users.",,Citrus Sweet Pineapple Floral Spicy Tropical Fruity Citrus Sweet Tropical,"Creative Energizing Euphoria Focus Happy Sociable Creative Energizing Euphoria Focus Happy Sociable Relaxed,Uplifted,Tingly,Happy,Talkative",4.2,maui,,,,,,,,0.15466666666666665,,,,,0.7240000000000001,,0.006,,0.4479999999999999,0.4333333333333334,,0.31933333333333336,0.5353333333333334,,0.0,0.0,,,16.452222222222222,0.6327777777777778,,,,0.02,0.08866666666666667,0.10142857142857144,,,0.325,0.12,0.03222222222222223,,18.0,0.0,0.0
1757,lemon-thai-kush,hybrid,0.5,0.5,0.2,"Lemon Thai Kush is probably better known as simply Lemon Thai; real stoners tend to drop the formal ""Kush."" But the full name indicates just how strong this plant's genes are. This strain likely can trace its ancestry back to the Kush Mountains of Afghanistan by way of Lemon Kush, and also to an original Thai landrace sativa. No one seems to know the exact parentage of Lemon Thai Kush, but the result is a sativa-dominant hybrid with an unclear ratio of sativa to indica. This strain has a sweet lemony taste and an aroma of citrus fruit. The buds are long and have a bright green appearance. The THC and CBD contents are likewise mostly a mystery, at least outside the circles that grow and sell Lemon Thai. Expect a powerfully uplifting head high with euphoria and happiness. The effects are energizing and can spark creativity. Use it to treat anxiety and depression, as well as migraines and body pains. Many patients experience dry mouth and red eyes, while dizziness is also a possibility. Lemon Thai, though popular among those who have smoked it, isn't very common in the United States. It can be found in Michigan, Washington, Oregon, and is also sold in British Columbia.",,,Earthy Sweet Herbal Lemon Pepper Pine,Cerebral Energizing Uplifting Cerebral Energizing Uplifting,,lemon-thai-kush,,,,,,,,0.0,,,,,0.0,,0.0,,0.49,0.0,,0.23,0.33,,0.0,0.0,,,15.32,0.4450000000000001,,,,,0.035,0.11,,,0.155,0.07,,,3.0,0.0,0.0
